ZINC64448251,C1C(C(CN1CCN)NCCCO)CC2=NC(=CC=C2)N
ZINC72118178,CS(=O)(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=NC(=N3)N)N
D02671,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
D05938,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
ZINC00058121,CC1=CC(=O)OC2=C1C=CC(=C2)O
ZINC84619023,CC1=CC(=O)N=C(N1)SCC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N
ZINC89469096,CC(=O)NC(CC1=CC(=C(C=C1)OC)OC)C2=C(C3=C(C=CC=N3)C=C2)O
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
D00252,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
ZINC00005824,COC1=CC(=CC(=C1Br)OC)CC2=CN=C(N=C2N)N
OXL,C(=O)(C(=O)[O-])[O-]
ZINC25968981,CC(=O)C1=CC=C(C=C1)N2C(=NC(=NC2(C)C)N)N
D01603,C[NH2+]C(=NC)NCC1=CC=CC=C1.C[NH2+]C(=NC)NCC1=CC=CC=C1.[O-]S(=O)(=O)[O-]
ZINC49793635,CCCCCCCCCCCCC1=CC=C(C=C1)C(=O)NC2(CC2)C(=N)N
ZINC28770656,CCNC1=C(C(=NC(=N1)N2CCN(CC2)C)Cl)SC
ZINC28571845,C1=CC2=C(C=C1C(=N)N)NC(=C3C=C(C=C(C3=O)C4=C(C=CC(=C4)C(=O)O)O)C(CC(=O)O)C(=O)O)N2
D05312,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
ZINC13826185,CC1=C(C2=C(C=C1)NC(=NC2=O)N)SC3=CC(=NC=C3)N(C)C
ZINC96273198,C1=CC=C2C=C(C=CC2=C1)C3=NNC(=S)N3C4=CC5=C(C=C4)C(=C(S5)C(=O)O)Cl
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC26641728,C1=CC=C(C=C1)CCCCCC(=O)C(F)(F)F
ZINC14976446,CCN(CC)C(=S)NC1C(C(OC(C1O)OC2C(OC(C(C2O)NC(=O)C)OC)CO)CO)O
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC96142491,CCCCC(C)C1CCC2C1(CCCC2=CC=C3CC(C(C(C3)O)C)O)C
ZINC49032478,C1=CC=C(C=C1)C(=O)NCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O
CL3,CC(=O)N(C)C1=CC=CC(=C1)C2=NN=C3N2N=C(C=C3)C4=CC=CC=C4
D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
CYS,C(C(C(=O)O)N)S
ZINC49015290,C(CC(C(=O)N)NC(=O)C(CO)NC(=O)CS)CN=C(N)N
D00518,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
D03784,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl
ZINC14956620,C1=CC(=CC(=C1)CNC(=O)NC2=CC=C(C=C2)F)C3=C(C(=CC=C3)C4=CC5=C(N4)C=CN=C5)O
ZINC29248901,C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)NC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
ZINC13863688,CC1=CC(=C2NC3=C(N2)C=C(C=C3)C(=N)N)C(=O)C=C1
D00283,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
D00105,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
PPF,C(=O)(O)P(=O)(O)O
NAG,CC(=O)NC1C(C(C(OC1O)CO)O)O
ZINC14960752,C1=CC=C(C=C1)N(CC(=O)O)S(=O)(=O)C2=CC3=C(C=C2)C(=CN=C3N=C(N)N)Cl
ZINC28005822,C1CCN(CC1)C2=CC=C(C=C2)NCC(CCC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)OCC6=CC=CC=C6
ZINC13641838,CCSC1=CC=C(C=C1)CC(C)N
D00831,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl
D00650,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
ZINC13800497,CNCC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N
D03670,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
ZINC49014418,CC(C)C(C(=O)N)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CS
ZINC40395064,C1=CC=C(C=C1)C2=CC=C(C=C2)CCC(=O)C3=NN=C(O3)C4=NC(=CC=C4)C(=O)O
ZINC13520184,C1=CC(=C(C=C1S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N)Cl)N
ZINC95593936,CC1=C(SC(=N1)NC)C2=NC(=NC=C2C#N)NC3=CC=CC(=C3)C(=O)N4CCOCC4
D04029,CN(C)CC1=NC=CN1C2=CC(=C(C=C2)NC(=O)C3=CC(=NN3C4=CC5=C(C=C4)ON=C5N)C(F)(F)F)F.Cl
ZINC96273172,CC1=CC=CC=C1C2=NNC(=S)N2C3=CC4=C(C=C3)C=C(S4)C(=O)O
D00735,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2.Cl
ZINC96282939,C1=CC(=C(C=C1C2=NC3=NC(=S)NC(=O)N3N2)Cl)Cl
S45,C1CC(CNC1)C2=NC(=NO2)C3=CC=C(C=C3)Cl
ZINC96269716,CC(C)CC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)OC2=CC=C(C=C2)N3C=C(C=N3)C(F)(F)F
D02253,CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Ca+2]
ZINC13835280,C1=CC(=C(C=C1S(=O)(=O)N)Cl)NS(=O)(=O)C(F)(F)F
D01324,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
ZINC01692323,CCCCCC1(C(=O)N(C(=O)N1)C)C=NNC(=O)N
D01425,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
D01325,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
ZINC40548354,CCCCNS(=O)(=O)NCCC(=O)OC
ZINC95921097,CC1=CC(=NC(=C1)N)CCCCCC2=NC(=CC(=C2)C)N
DMZ,CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=NN2C3=CC=CC=C3
ZINC36056301,CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N
ZINC01850928,CC1CCC(=O)C1=O
ZINC95557198,COC1=CC2=C(C=C1)OC3=NC=C(C(=C23)C4=CC=CC=C4)O
ZINC01622344,COC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC
ZINC29333395,CC(CCC(=O)NNC1=CC=C(C=C1)S(=O)(=O)N)C2CCC3C2(C(CC4C3CCC5C4(CCC(C5)O)C)O)C
D01977,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
D01840,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl
D00726,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
ZINC49802316,CC#CC1=C(N=C(S1)C2CCCN2C(=O)C(C3CCOCC3)NC(=O)C(C)NC)C4=CC=CC5=CC=CC=C54
ZINC29469665,C1=CC(=C(C=C1C(=O)NCC(=O)O)S(=O)(=O)N)Cl
D00274,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
D00563,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
ZINC36175537,C1C(C(OC1N2C=C(C(=O)NC2=O)C3=CC=CC=C3)COP(=O)([O-])[O-])O
D00354,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
ZINC26471860,CCN(CC)CC1=CC=C(C=C1)C=CC2=CC=CC=C2C(=O)NC(CC3=CC=CC=C3)C(=O)N
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC59086638,C1C(C(CN1)NCC(CC2=CC=CC=C2)N)CC3=NC(=CC=C3)N
ZINC20457296,C1=CC(=CC=C1C=C(C#N)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N)O
ZINC13800500,CNCC(=O)NC1=C(C=C(C=C1)S(=O)(=O)N)F
ZINC45390706,C1C(=NOC12C(C(C(C(O2)CO)O)O)O)C3=CC=C(C=C3)[N+](=O)[O-]
ZINC96284584,CCOC1=C(C=CC(=C1)C(C(=O)NS(=O)(=O)C2=CC=CC(=C2)CO)NC3=CC4=C(C=C3)C(=NC=C4)N)OC(C)C
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
D00964,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
ZINC13799765,C(CCN)CC(C(=O)N)NC(=O)C(CCCN=C(N)N[N+](=O)[O-])N
ZINC13799770,C(CC(C(=O)NC(CO)C(=O)N)N)CN=C(N)N[N+](=O)[O-]
D00542,C(C(F)(F)F)(Cl)Br
ZINC68249303,C1=CC=C(C=C1)C2=C3C4=C(C=CC(=C4)O)OC3=NC=C2O
ZINC29136080,C1COCCN1CC2=CC=C(C=C2)C3=CC=C(C=C3)CCC(=O)C4=NC=C(O4)C5=NC(=CC=C5)C(=O)O
ZINC26398863,C1CC(CCCC(C1)OC(=O)N2CCN(CC2)C(=O)NCC3=CC=C(C=C3)N=C(N)N)OC(=O)N4CCN(CC4)C(=O)NCC5CCNCC5
ZINC66262788,CC1=CN(C(=O)NC1=O)CC=CCN2C3=C4C(=CC(=C3)NC(=O)C)CCCN4C2=O
ZINC40955493,C1CC2=C(C1)N(C(=O)NC2=O)CCC(C(=O)O)N
ZINC66104163,CC(C)CC(C(=O)N(C)N(C)C#N)NC(=O)NCC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CS3
ZINC72106651,C1=CSC(=C1CN2C(=O)C3=CSC=C3N(C2=O)CC(C(=O)O)N)P(=O)(O)O
ZINC16052356,C1CC(C(C1)NC(=O)C2=CC=C(S2)Cl)NC(=O)C3=CC=C(C=C3)N4C=CC=CC4=O
ZINC73164501,CC1=CC(=CC2=C(C3=C(NN=C3N=C12)C)CN4CCCOCC4)Cl
ZINC25973311,CNC1=CC=C(C=C1)C#CCC(C(=O)N(C)C2CCCC2)NS(=O)(=O)C3=CC4=C(CCCC4)C=C3
D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
MGL,COC1C(C(C(C(O1)CO)O)O)O
ZINC64448131,CC1=CC(=NC(=C1)N)CC2CNCC2NCCNCC3=CC=C(C=C3)C(F)(F)F
D01198,COC1=C(C=C(C=C1)CNCC(COC2=CC3=C(C=C2)NC(=O)C=C3)O)OC
ZINC23339540,C1=CC2=CC(=NN2C=C1)C(=O)NCC3=CC(=O)N=CN3
D01425,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
ZINC26291711,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC2=CC=CC=C21)C(=O)NC
ZINC29568628,CC1=CC=C(C=C1)CSCC(C(=O)NCCC(=O)O)NC(=O)CCC(C(=O)O)N
ZINC13472585,CCOC(=O)C1=CC2=C3C=C(C(=CC3=NC(=O)N2N1)Cl)N4C=CC(=C4)C=O
D00139,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
ZINC19862646,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
ZINC00249766,C1=CC(=O)C=CC1=CNC2=CC=C(C=C2)S(=O)(=O)N
ZINC96273205,C1=CC(=C(C=C1C2=NNC(=S)N2C3=CC4=C(C=C3)C(=C(S4)C(=O)O)Cl)Br)Cl
ZINC95590010,CCCSC1=CC=C(C=C1)S(=O)(=O)N
D00417,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
ZINC29340524,CC(CCC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N)C2CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C
ZINC24745003,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C4=CC5=C(N4)C=CC(=C5)Cl)C(=O)N(C)C
D01977,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
ZINC00084532,COC1=CC=CC2=C1OC(=O)C(=C2)C(=O)O
ZINC14972234,CC1CC(C(=O)CN(C1)S(=O)(=O)C2=CC=CC=N2)NC(=O)C(CC(C)C)NC(=O)C3=CC4=CC=CC=C4O3
D00136,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
D03670,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
ZINC03192180,C1=CC=C(C(=C1)C(=O)NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-]
ZINC49000046,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)CS
D00454,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C
ZINC14955143,C1=CC(=CC=C1C2=C(C(=C(S2)C(=O)O)OCC(=O)O)Br)NS(=O)(=O)C3=CC=C(C=C3)C(F)(F)F
ZINC49771855,C1=C(C=NC=C1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
ZINC29130865,CCOC(=O)C(CC1=CC=CC=C1)N2C(=O)C(=CC3=CC=C(C=C3)Br)SC2=S
D00539,CCC1(CC(=O)NC1=O)C
ZINC13678167,CN(C)C1=NC2=C(C3=C(S2)CN(CC3)C(=O)C4=CC=CC=C4)C(=O)O1
ZINC28397819,CC(=O)NC1CC2=C(C1)C=C(C=C2)S(=O)(=O)O
ZINC34803055,CCCCCCCNC(=O)C(=O)C(CC)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
D00227,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
ZINC96269687,CCCC(C1=CC=C(C=C1)C(=O)NCCC(=O)O)OC2=CC(=C(C(=C2)C)N3C=C(C=N3)C(F)(F)F)C
D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
ZINC40843762,CC1(OC2C(OC(C2O1)N3C=NC4=C3N=CN=C4N)CSC5CC(C=C5)ON)C
ZINC13776857,CC(C)CC(CC(=O)NOCC(=O)OC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
ZINC26284571,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC
ZINC34718171,CCCCCCCCCCCOS(=O)(=O)N
ZINC45337880,C1=CC=C(C=C1)CNC(=O)CC2=CC(=C(C=C2)O)Cl
ZINC06096043,C1CC(C=C(C1)C2=CC=CC=C2)N
D04040,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC49036882,CCC(C)CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N
D02017,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
ZINC13642324,C1CN(C(C(N1)C(=O)O)C(=O)O)C(=O)C2=CC=CC=C2
D00642,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
ZINC13858385,CNC(=S)NNC(=O)C1=CC=CN(C1=O)CC2=CC(=CC=C2)Cl
D04197,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
D00336,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
ZINC14948774,CC(C(=O)NC1=NNC(=S)S1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC4=CC=CC=C43
ZINC96284578,CCOC1=C(C=CC(=C1)C(C(=O)NS(=O)(=O)C2=CC=CC=C2S(=O)(=O)N)NC3=CC4=C(C=C3)C=NC=C4)OC(C)C
D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ZINC14979983,C1=CC=NC(=C1)C2=CN=C(O2)C(=O)CCCCC#CC3=CC(=CC=C3)[N+](=O)[O-]
ZINC13835278,C1=CC(=CC=C1NNS(=O)(=O)C(F)(F)F)S(=O)(=O)N
ZINC00056407,COC1=CC2=C(C=C1)NC=C2CC(C(=O)O)N
D02546,CC(=C)C1CNC(C1CC(=O)O)C(=O)O.O
ZINC23247639,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F
ZINC14945950,CC1=C(NC(=C1C2=NC(=NC=C2)NC3=CC=C(C=C3)O)C)C#N
D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
EKO,C1=CC(=CC=C1COC(CC2=CN=CN2)C3=C(C=C(C=C3)Cl)Cl)Cl
D00371,CN1C2=C(C(=O)N(C1=O)C)NC=N2
ZINC29565190,CC1=CC(=C2C=C(C=C(N2)N(C)CC(C)C)C3=CC=CC=C3)C=CC1=O
ZINC13761127,CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(CC#C)C3=CC(=C(C=C3)S(=O)C4=CC=CC=C4)Cl
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC14957071,C1=CC(=CC=C1C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)C(CC(=O)O)C(=O)O)O
ZINC73199100,CC1=CC(=CC2=C(C3=C(NN=C3N=C12)C)C(C4=NC=CO4)O)OC
ZINC84672251,COC1=C(N=C(S1)C2=CC=CC=C2)Cl
ZINC13717293,C1CCN(CC1)CCNC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D00630,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
ZINC01683334,C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O
ZINC29339220,CC(CCC(=O)NC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N)C3CCC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C
D04025,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC13831227,C1CN(C(C(N1)C(=O)O)C(=O)O)C(=O)C2=CC3=C(C=C2)C4=CC=CC=C4C=C3
ZINC13835651,C1=CC(=CC=C1NC(=S)NCC(=O)O)S(=O)(=O)N
ZINC12358240,CCCC1=C(C=CC2=C1ON=C2C3=CC=CC=C3)OCCCCOC4=CC=CC(=C4)C(C)(C)C(=O)O
ZINC95581782,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3=CC4=C5C(=C3)C=CC=C5C(=O)OC4=O
ZINC96284080,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C=C3)C4=NN=CN4C
ZINC96142361,C1=CC(=CC=C1C2=CC=C(C=C2)S(=O)(=O)NC3=NN=C(S3)S(=O)(=O)N)S(=O)(=O)NC4=NN=C(S4)S(=O)(=O)N
ZINC27189377,C(C(C(=O)O)N)N1C(=O)NC(=O)C(=N1)Cl
D03115,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.O.Cl.Cl
ZINC34803471,CCCCCCCCC#CCCCCCCCC(=O)C1=NC=C(O1)C2=CC=CC=N2
ZINC40846248,CN(C)CCOC1=CC=C(C=C1)C2=NC3=C(O2)C=CC4=CC=CC=C43
D00252,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
D00417,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
D00411,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
BVC,C1=CSC=C1CN
D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
D00900,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
BTN,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC06394310,CC1(CCC(C2=C1C=CC(=C2)C(C3=CC4=C(C=C3)C=C(C=C4)C(=O)O)O)(C)C)C
ZINC26835496,CCOC(=O)N1CCN(CC1)C(=O)C(CC2=CC=CC(=C2)C(=N)N)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3
D03037,CN1CCN(CC1)CCCCN2C(=O)CN(C2=O)N=CC3=CC=C(O3)C4=CC=C(C=C4)Cl.Cl.Cl
D00041,CC(C(C(=O)O)N)O
ZINC84605034,C1=CC=C(C=C1)SCC(=O)C2=CC=C(C=C2)S(=O)(=O)N
ZINC01591814,C1=CC=C2C(=C1)C=CO2
D00293,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ZINC40845995,CN(CC1=CNC2=C1NC=NC2=O)CC(CCO)O
D00043,CC(C)OP(=O)(OC(C)C)F
D00642,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
ZINC00147150,CCOC1=CC=C(C=C1)OCC(=O)N2CCOCC2
P4T,CC1=C(SC(=N1)NC2=CC=CC=C2)C(=O)C
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC13519760,C1=CC=C(C(=C1)CCO)N(C2=CC=CC=C2C(=O)O)C(=O)C(=O)O
ZINC14956925,C1=CC(=CC(=C1)O)C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)C(CC(=O)O)C(=O)O
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC13518003,C1=CN=CC=C1CNCC(CCCN=C(N)N[N+](=O)[O-])N
ZINC27433401,C1=CC(=CC=C1NNC2=C3C(=NC2=O)C=CC4=NNN=C43)S(=O)(=O)N
ZINC48999872,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)N)NC(=O)CS
ZINC14881108,CC(C)C1=CC(=C(C(=C1)C(C)C)S(=O)(=O)NC(CC2=CC=CC(=C2)C(=N)N)C(=O)N3CCN(CC3)C(=O)CCN)C(C)C
ZINC13474894,C1C(N=C(O1)C2=CC=C(C=C2)F)C(=O)NO
ZINC27518920,C1=CC(=CC=C1NS(=O)(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=C(C(=C(C(=C3F)F)F)F)F)S(=O)(=O)N
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
D00633,C1=CC(=C(C=C1CCN)O)O.Cl
D00151,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
ZINC14953313,CCOC1=CC(=CC(=C1)OC2CCOC2)C(C(=O)O)NC3=CC=C(C=C3)C(=N)N
ZINC84733455,CCN(CC(=O)NCC1C(C(C(C(O1)OC)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)C(=O)CCC(=O)O
D00293,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
ZINC84687868,CCCSC1=NC2=C(S1)C=C(C=C2)NC(=O)CCNC(=O)NCCOC3=CC=C(C=C3)CC(C(=O)O)C(=O)O
ZINC01548992,CCC(=C(CC(C(=O)O)N)C(=O)O)CC
OXL,C(=O)(C(=O)[O-])[O-]
ZINC87520197,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
C5P,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
D00160,C(CCC(=O)O)CCN
ZINC10450350,CC(C)CC(C(=O)NO)NS(=O)(=O)C1=CC=C(C=C1)OC
D05458,CC(C)(CC1=CC=CC=C1)N
ZINC26576130,CC(C)CC(CP(=O)(C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)N
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC72175993,C1=CC=C(C=C1)NC(=O)N(CC2=CC(=CC(=C2O)Br)Br)C3=CC=CC=C3F
D01108,O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Mg+2]
D00574,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
ZINC49016835,C(CC(=O)O)C(C(=O)OCC1C(C(C(O1)O)O)O)N
OPA,C1COCC2=C1C(=C(S2)NC(=O)C(=O)O)C(=O)O
ZINC04976879,C1=CC(=CC=C1C=C(C#N)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N)[N+](=O)[O-]
T3S,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CN3CCCCC3)O
D00380,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
